City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
65,puerto ayora,-0.7393,-90.3518,26.420000000000016,90,92,3.13,EC,1684763190
66,gadzhiyevo,69.2551,33.3362,12.770000000000039,61,100,6.24,RU,1684763191
67,papatowai,-46.5619,169.4708,9.430000000000007,85,100,4.34,NZ,1684763191
68,khost,33.3395,69.9204,27.99000000000001,31,96,8.11,AF,1684763191
69,minas de marcona,-15.2119,-75.1103,15.900000000000034,73,48,4.78,PE,1684763191
70,kourou,5.1552,-52.6478,27.03000000000003,89,100,3.67,GF,1684763191
71,jhalida,23.3667,85.9667,35.150000000000034,11,3,3.87,IN,1684763191
72,aasiaat,68.7098,-52.8699,-1.8700000000000045,72,30,9.87,GL,1684763191
73,tura,25.5198,90.2201,24.53000000000003,79,1,2.64,IN,1684763192
74,whitehorse,60.7161,-135.0538,1.4300000000000068,64,75,1.54,CA,1684763192
75,malvan,16.0667,73.4667,29.03000000000003,77,3,6.14,IN,1684763192
76,polyarnyy,69.1989,33.4478,13.0,62,100,6.16,RU,1684763192
77,kaoma,-14.7833,24.8,31.27000000000004,16,43,3.12,ZM,1684763192
78,taro,-8.3862,115.28,20.439999999999998,93,92,0.79,ID,1684763192
79,vorgashor,67.5833,63.95,8.629999999999995,96,63,3.05,RU,1684763197
80,east london,-33.0153,27.9116,18.52000000000004,42,0,4.63,ZA,1684763197
81,ribeira grande,38.5167,-28.7,19.870000000000005,82,75,7.2,PT,1684763198
82,jamestown,42.097,-79.2353,14.450000000000045,85,0,1.54,US,1684763198
83,onega,63.9061,38.1404,21.170000000000016,29,77,2.69,RU,1684763198
84,zhangatas,43.5667,69.75,23.220000000000027,32,60,4.25,KZ,1684763198
85,saint-joseph,-21.3667,55.6167,26.210000000000036,77,6,1.69,RE,1684763198
86,puerto baquerizo moreno,-0.9,-89.6,25.150000000000034,80,98,4.85,EC,1684763198
87,kodiak,57.79,-152.4072,5.730000000000018,87,100,7.2,US,1684763198
88,road town,18.4167,-64.6167,29.02000000000004,70,40,4.63,VG,1684762924
89,nombre de dios,23.85,-104.2333,13.75,44,99,1.16,MX,1684763199
90,bethel,41.3712,-73.414,19.870000000000005,71,0,1.54,US,1684763199
91,sinabang,2.4803,96.3801,26.840000000000032,84,80,3.1,ID,1684763199
92,badr hunayn,23.7829,38.7905,36.06,14,0,4.95,SA,1684763199
93,colotlan,22.1,-103.2667,21.710000000000036,47,80,0.9,MX,1684763199
94,badger,64.8,-147.5333,8.950000000000045,79,100,4.12,US,1684763199
95,sitka,57.0531,-135.33,8.939999999999998,76,75,2.57,US,1684763199
96,saldanha,-33.0117,17.9442,22.03000000000003,62,100,3.91,ZA,1684763199
97,iqaluit,63.7506,-68.5145,-8.149999999999977,67,100,5.66,CA,1684763199
98,bam,29.106,58.357,26.52000000000004,36,100,6.76,IR,1684763199
99,talnakh,69.4865,88.3972,0.6700000000000159,100,100,1.95,RU,1684763200
100,ati,13.2154,18.3353,39.82000000000005,21,35,3.07,TD,1684763105
101,cerquilho,-23.165,-47.7436,22.860000000000014,57,100,3.14,BR,1684763200
102,callao,-12.0667,-77.15,23.160000000000025,68,100,3.09,PE,1684763200
103,korla,41.7597,86.1469,22.340000000000032,26,35,1.65,CN,1684763200
104,clifton,40.8584,-74.1638,21.29000000000002,63,0,5.14,US,1684762919
105,isiolo,0.3546,37.5822,27.260000000000048,53,76,6.43,KE,1684763200
106,avarua,-21.2078,-159.775,23.03000000000003,64,40,2.57,CK,1684763200
107,villa gesell,-37.2639,-56.973,17.810000000000002,89,100,5.01,AR,1684763200
108,tiksi,71.6872,128.8694,-12.729999999999961,92,27,2.91,RU,1684763200
109,tazovsky,67.4667,78.7,2.32000000000005,99,100,5.23,RU,1684763201
110,stanley,54.868,-1.6985,17.930000000000007,61,40,4.12,GB,1684762985
111,remire-montjoly,4.9167,-52.2667,27.02000000000004,83,100,2.06,GF,1684763201
112,du quoin,38.0114,-89.2362,21.140000000000043,94,100,2.81,US,1684763201
113,jackson,42.4165,-122.8345,10.760000000000048,85,75,2.06,US,1684763087
114,trairi,-3.2778,-39.2689,30.57000000000005,63,53,4.5,BR,1684763081
115,karasu,41.071,30.7854,16.590000000000032,81,26,3.65,TR,1684763201
116,kailua-kona,19.6406,-155.9956,23.980000000000018,97,100,3.6,US,1684763201
117,tobelo,1.7284,128.0095,27.230000000000018,80,100,1.01,ID,1684763201
118,talca,-35.4333,-71.6667,12.900000000000034,80,100,3.05,CL,1684762921
119,zheleznodorozhnyy,55.7503,38.0042,21.120000000000005,82,100,1.71,RU,1684763201
120,constantia,44.1833,28.65,18.379999999999995,73,44,5.51,RO,1684763202
121,mendi,-6.1761,143.6513,13.400000000000034,99,100,0.38,PG,1684763202
122,nchelenge,-9.3451,28.734,26.390000000000043,52,86,3.32,ZM,1684763202
123,daudnagar,25.0333,84.4,37.870000000000005,15,100,3.86,IN,1684763202
124,invercargill,-46.4,168.35,9.010000000000048,88,100,4.0,NZ,1684763202
125,mahina,-17.5065,-149.489,26.870000000000005,83,20,1.03,PF,1684763202
126,olonkinbyen,70.9221,-8.7187,1.4600000000000364,89,14,7.12,SJ,1684763202
127,leava,-14.3,-178.1667,27.720000000000027,81,21,4.82,WF,1684763202
128,uturoa,-16.7333,-151.4333,27.590000000000032,76,1,5.68,PF,1684763202
129,san borja,-14.8167,-66.85,27.640000000000043,75,74,1.72,BO,1684763202
130,betio village,1.358,172.9211,26.02000000000004,75,59,2.45,KI,1684763203
131,ulladulla,-35.35,150.4667,8.840000000000032,74,4,2.03,AU,1684763203
132,bloemhof,-27.6469,25.607,18.939999999999998,21,88,0.45,ZA,1684763203
133,leguevin,43.6003,1.2324,20.590000000000032,77,75,3.6,FR,1684763203
134,addiet canna,11.2667,37.4833,26.610000000000014,23,47,2.45,ET,1684763203
135,lorengau,-2.0226,147.2712,26.74000000000001,82,100,6.46,PG,1684763203
136,lazaro cardenas,17.9583,-102.2,28.689999999999998,70,90,1.06,MX,1684763203
137,mumbwa,-14.9783,27.0619,29.310000000000002,20,82,3.23,ZM,1684763203
138,tidjikja,18.5564,-11.4271,37.19,12,26,3.94,MR,1684763203
139,ust'-barguzin,53.45,108.9833,6.980000000000018,62,95,1.06,RU,1684763203
140,melekeok village,7.4957,134.6367,25.310000000000002,94,75,0.0,PW,1684763204
141,hamilton,39.1834,-84.5333,22.629999999999995,64,40,1.54,US,1684763204
142,itati,-27.2704,-58.2446,19.220000000000027,93,100,2.24,AR,1684763204
143,sangsong-ni,39.1694,126.8856,8.75,91,43,1.23,KP,1684763204
144,georgetown,5.4112,100.3354,29.970000000000027,70,20,2.06,MY,1684762695
145,belyy yar,53.6039,91.3903,17.939999999999998,34,0,3.0,RU,1684763204
146,fale old settlement,-9.3852,-171.2468,28.410000000000025,76,72,3.9,TK,1684763204
147,fortaleza,-3.7227,-38.5247,29.560000000000002,74,75,5.66,BR,1684763153
148,cannonvale,-20.2833,148.7,19.660000000000025,71,95,6.27,AU,1684763204
149,berezovyy,51.6667,135.7,10.330000000000041,62,80,1.46,RU,1684763204
150,kayar,14.9192,-17.1211,31.53000000000003,53,24,7.03,SN,1684763204
151,pleiku,13.9833,108.0,22.03000000000003,91,100,1.94,VN,1684763205
152,utrik,11.2278,169.8474,27.78000000000003,81,100,6.28,MH,1684763205
153,bilibino,68.0546,166.4372,2.650000000000034,98,100,1.64,RU,1684763205
154,taoudenni,22.6783,-3.9836,36.05000000000001,9,46,6.44,ML,1684763205
155,nuku'alofa,-21.1333,-175.2,20.189999999999998,94,20,1.03,TO,1684763205
156,atafu village,-8.5421,-172.5159,28.410000000000025,77,99,5.23,TK,1684763205
157,amga,60.8953,131.9608,-1.079999999999984,77,15,1.22,RU,1684763205
158,weno,7.4515,151.8468,27.970000000000027,94,100,3.6,FM,1684763205
159,san julian,21.0167,-102.1667,19.460000000000036,51,39,1.59,MX,1684763205
160,aginskoye,51.1,114.53,13.860000000000014,31,0,2.21,RU,1684763205
161,happy valley-goose bay,53.3168,-60.3315,3.170000000000016,56,75,6.69,CA,1684763206
162,prestea,5.4327,-2.1428,28.610000000000014,76,100,2.32,GH,1684763206
163,tostado,-29.232,-61.7692,17.77000000000004,91,100,3.89,AR,1684763206
164,ghadamis,30.1337,9.5007,33.400000000000034,9,0,5.16,LY,1684763206
165,tottori,35.5,134.2333,13.5,90,100,0.5,JP,1684763206
166,tekirova,36.5017,30.5272,22.210000000000036,50,92,3.67,TR,1684763206
167,geraldton,-28.7667,114.6,13.230000000000018,76,99,4.12,AU,1684763155
168,jining,35.405,116.5814,19.060000000000002,34,100,0.38,CN,1684763206
169,brokopondo,4.75,-55.1667,26.78000000000003,88,79,2.62,SR,1684763206
170,maragogi,-9.0122,-35.2225,27.970000000000027,73,15,3.62,BR,1684763206
171,fort st. john,56.2499,-120.8529,10.939999999999998,100,100,5.66,CA,1684763206
172,newman,37.3138,-121.0208,17.939999999999998,80,41,0.89,US,1684763207
173,ankang,32.68,109.0172,14.629999999999995,74,12,0.57,CN,1684763207
174,richards bay,-28.783,32.0377,18.54000000000002,73,53,4.11,ZA,1684763207
175,labin,45.095,14.1197,26.140000000000043,49,7,3.47,HR,1684763207
176,iringa,-7.7667,35.7,22.620000000000005,57,75,0.0,TZ,1684763207
177,al bayda',32.7627,21.7551,18.390000000000043,63,11,10.22,LY,1684763207
178,ocos,14.5094,-92.1933,28.75,67,100,2.54,GT,1684763207
179,nar'yan-mar,67.6713,53.087,20.090000000000032,41,83,5.04,RU,1684763207
180,jayapura,-2.5333,140.7,24.660000000000025,84,100,1.46,ID,1684763207
181,hasaki,35.7333,140.8333,16.230000000000018,82,100,9.81,JP,1684763208
